project,seed,oracle_asis_mcc,oracle_asis_gmean,oracle_imp_mcc,oracle_imp_gmean,bszz_mcc,bszz_gmean,oracle_asis_mcc_avg,oracle_asis_gmean_avg,oracle_imp_mcc_avg,oracle_imp_gmean_avg,bszz_mcc_avg,bszz_gmean_avg
commons-codec,13,0.10866913734053626,0.6668656890551321,0.012852868242884053,0.4895473791932471,0.12712108917256618,0.6937633763299518,0.08799505396095748,0.5599657083714116,0.0761072647266023,0.5519317861528596,0.03769143998746257,0.5376111099271293
commons-codec,21,0.1151100828360579,0.6761660945208289,0.03715066238954681,0.5259421453694709,0.07010640332244114,0.6083373781598977,0.07832808164059038,0.5556278948989412,0.09112756235309925,0.5736869121641418,0.034923486802884006,0.5242505847511595
commons-codec,42,0.08753729114765184,0.6363176156736678,-0.07124918022122431,0.28997565585665014,0.10919424912572451,0.6566252239520183,0.0698255682569926,0.5375446281950634,0.04178665000737001,0.47424041033857445,-0.001131276411203856,0.48439821311420583
commons-codec,77,0.028915409587951496,0.46822005847753007,0.037718682052306475,0.5190331876342241,0.0724396524803125,0.6129424457785555,0.08468657694205406,0.5470922304017823,0.11349515993736392,0.5982096620314185,0.02632107600224083,0.5173287585127634
commons-codec,101,0.023201389321571116,0.5103727704653402,0.007818258351716432,0.4386753772045806,0.09808766045747262,0.6469838627876638,0.09386883871546994,0.567667298040233,0.059091101279997886,0.5242166946745064,0.046896313689199096,0.5370358689947153
commons-codec,123,-0.04607678839487306,0.3706698285019955,-0.0963354343488081,0.24642234701339713,0.07838171843106931,0.621672516551223,0.0798395044238697,0.5651045698605796,0.059498222914232304,0.5309051182654456,0.04826805203441511,0.5392478964349452
commons-codec,202,0.057528529873085134,0.5289550868390934,-0.035077478640779446,0.3693297003526353,0.06330047051632201,0.5979837188749292,0.09674179989848343,0.5660160720017033,0.02624507747005931,0.4737513996626476,-0.0015692681728696428,0.4847294711908647
commons-codec,314,0.08336748467599044,0.6300687413868011,0.023829534764680346,0.5008506442177335,-0.049706986198824576,0.35537056750175616,0.07425097449722316,0.5403290912353451,0.08524087512432933,0.5668545604349676,0.0013031933978553782,0.4814339830665917
commons-codec,999,0.02618639408811629,0.4663873249574022,-0.03854156014991399,0.35368151897790223,0.10740832480077724,0.656127679041674,0.08545060091848766,0.5480070408729294,0.07893902096886639,0.5381998068670325,0.032763499597823535,0.5261050306536151
commons-collections,7,0.1561543943025679,0.7058101151853153,0.13959689078537726,0.6978323027536363,-0.039154105735202935,0.4121571803950557,0.05726311099493492,0.40655899372102766,0.05696643953263344,0.4091807143802576,-0.019173549844865502,0.3422425832034969
